imei,tac,manufacturer,model,status,generated_date
332043820048270,33204382,Sagem,MC 820,allowed,2025-08-13 18:39:06
332043820120789,33204382,Sagem,MC 820,allowed,2025-08-13 18:39:06
332043950060063,33204395,Sagem,MC 820,allowed,2025-08-13 18:39:06
332043950140771,33204395,Sagem,MC 820,allowed,2025-08-13 18:39:06
332044000030633,33204400,Sagem,M313,allowed,2025-08-13 18:39:06
332044000115070,33204400,Sagem,M313,allowed,2025-08-13 18:39:06
332044350286517,33204435,Sagem,M313,allowed,2025-08-13 18:39:06
332044350228563,33204435,Sagem,M313,blacklisted,2025-08-13 18:39:06
332044820290595,33204482,Sagem,M313,allowed,2025-08-13 18:39:06
332044820224916,33204482,Sagem,M313,allowed,2025-08-13 18:39:06
332049000091910,33204900,Sagem,M 9500,allowed,2025-08-13 18:39:06
332049000055861,33204900,Sagem,M 9500,allowed,2025-08-13 18:39:06
332049110104084,33204911,Sagem,MC 940,allowed,2025-08-13 18:39:06
332049110100596,33204911,Sagem,MC 940,allowed,2025-08-13 18:39:06
332049200078780,33204920,Sagem,MC 940,allowed,2025-08-13 18:39:06
332049200149605,33204920,Sagem,MC 940,allowed,2025-08-13 18:39:06
332049220023908,33204922,Sagem,MC 940,allowed,2025-08-13 18:39:06
332049220082158,33204922,Sagem,MC 940,allowed,2025-08-13 18:39:06
332049350265474,33204935,Sagem,MC 940,allowed,2025-08-13 18:39:06
332049350250275,33204935,Sagem,MC 940,allowed,2025-08-13 18:39:06
332049420055923,33204942,Sagem,MC 940,allowed,2025-08-13 18:39:06
332049420111382,33204942,Sagem,MC 940,allowed,2025-08-13 18:39:06
332049720324306,33204972,Sagem,MC 940,allowed,2025-08-13 18:39:06
332049720040372,33204972,Sagem,MC 940,allowed,2025-08-13 18:39:06
332049820108798,33204982,Sagem,MC 940,allowed,2025-08-13 18:39:06
332049820045963,33204982,Sagem,MC 940,blacklisted,2025-08-13 18:39:06
332049950222703,33204995,Sagem,MC 940,allowed,2025-08-13 18:39:06
332049950295938,33204995,Sagem,MC 940,allowed,2025-08-13 18:39:06
332050110261114,33205011,Sagem,MC 940,allowed,2025-08-13 18:39:06
332050110231594,33205011,Sagem,MC 940,allowed,2025-08-13 18:39:06
332050200194295,33205020,Sagem,MC 940,allowed,2025-08-13 18:39:06
332050200168386,33205020,Sagem,MC 940,allowed,2025-08-13 18:39:06
332050220324697,33205022,Sagem,MC 940,allowed,2025-08-13 18:39:06
332050220106557,33205022,Sagem,MC 940,allowed,2025-08-13 18:39:06
332050350144798,33205035,Sagem,MC 940,allowed,2025-08-13 18:39:06
332050350073953,33205035,Sagem,MC 940,blacklisted,2025-08-13 18:39:06
332050420311082,33205042,Sagem,MC 940,allowed,2025-08-13 18:39:06
332050420261554,33205042,Sagem,MC 940,allowed,2025-08-13 18:39:06
332050720294763,33205072,Sagem,MC 940,blacklisted,2025-08-13 18:39:06
332050720034562,33205072,Sagem,MC 940,allowed,2025-08-13 18:39:07
332050820250692,33205082,Sagem,MC 940,allowed,2025-08-13 18:39:07
332050820160147,33205082,Sagem,MC 940,allowed,2025-08-13 18:39:07
332050950208299,33205095,Sagem,MC 940,allowed,2025-08-13 18:39:07
332050950281663,33205095,Sagem,MC 940,allowed,2025-08-13 18:39:07
332051530035803,33205153,Alcatel,OT Gum db,allowed,2025-08-13 18:39:07
332051530025137,33205153,Alcatel,OT Gum db,allowed,2025-08-13 18:39:07
332052000016569,33205200,Sagem,M41P-P,allowed,2025-08-13 18:39:07
332052000244448,33205200,Sagem,M41P-P,allowed,2025-08-13 18:39:07
332052110111114,33205211,Sagem,MC 940,allowed,2025-08-13 18:39:07
332052110153373,33205211,Sagem,MC 940,allowed,2025-08-13 18:39:07
332052200180814,33205220,Sagem,MC 940,allowed,2025-08-13 18:39:07
332052200215305,33205220,Sagem,MC 940,allowed,2025-08-13 18:39:07
332052220121351,33205222,Sagem,MC 940,allowed,2025-08-13 18:39:07
332052220187968,33205222,Sagem,MC 940,allowed,2025-08-13 18:39:07
332052350045732,33205235,Sagem,MC 940,allowed,2025-08-13 18:39:07
332052350134217,33205235,Sagem,MC 940,allowed,2025-08-13 18:39:07
332052420143164,33205242,Sagem,MC 940,allowed,2025-08-13 18:39:07
332052420316101,33205242,Sagem,MC 940,allowed,2025-08-13 18:39:07
332052720114411,33205272,Sagem,MC 940,allowed,2025-08-13 18:39:07
332052720277076,33205272,Sagem,MC 940,allowed,2025-08-13 18:39:07
332052820138876,33205282,Sagem,MC 940,allowed,2025-08-13 18:39:07
332052820246232,33205282,Sagem,MC 940,allowed,2025-08-13 18:39:07
332052950122281,33205295,Sagem,MC 940,allowed,2025-08-13 18:39:07
332052950194337,33205295,Sagem,MC 940,allowed,2025-08-13 18:39:07
332053110290811,33205311,Sagem,MC920,allowed,2025-08-13 18:39:07
332053110242008,33205311,Sagem,MC920,allowed,2025-08-13 18:39:07
332053200005380,33205320,Sagem,MC920,allowed,2025-08-13 18:39:07
332053200084936,33205320,Sagem,MC920,allowed,2025-08-13 18:39:07
332053220102264,33205322,Sagem,MC920,allowed,2025-08-13 18:39:07
332053220027408,33205322,Sagem,MC920,blacklisted,2025-08-13 18:39:07
332053350299903,33205335,Sagem,MC920,allowed,2025-08-13 18:39:07
332053350212122,33205335,Sagem,MC920,allowed,2025-08-13 18:39:07
332053420295784,33205342,Sagem,MC920,allowed,2025-08-13 18:39:07
332053420304952,33205342,Sagem,MC920,blacklisted,2025-08-13 18:39:07
332053720054635,33205372,Sagem,MC920,allowed,2025-08-13 18:39:07
332053720118684,33205372,Sagem,MC920,allowed,2025-08-13 18:39:07
332053820250948,33205382,Sagem,MC920,allowed,2025-08-13 18:39:07
332053820191799,33205382,Sagem,MC920,blacklisted,2025-08-13 18:39:07
332053950148896,33205395,Sagem,MC920,allowed,2025-08-13 18:39:07
332053950127294,33205395,Sagem,MC920,allowed,2025-08-13 18:39:07
332054110004951,33205411,Sagem,MC920,allowed,2025-08-13 18:39:07
332054110066457,33205411,Sagem,MC920,blacklisted,2025-08-13 18:39:07
332054200124713,33205420,Sagem,MC920,blacklisted,2025-08-13 18:39:07
332054200276443,33205420,Sagem,MC920,allowed,2025-08-13 18:39:07
332054220141578,33205422,Sagem,MC920,blacklisted,2025-08-13 18:39:07
332054220300771,33205422,Sagem,MC920,allowed,2025-08-13 18:39:07
332054350273608,33205435,Sagem,MC920,allowed,2025-08-13 18:39:07
332054350055835,33205435,Sagem,MC920,allowed,2025-08-13 18:39:07
332054420271451,33205442,Sagem,MC920,allowed,2025-08-13 18:39:07
332054420160213,33205442,Sagem,MC920,blacklisted,2025-08-13 18:39:07
332054720050219,33205472,Sagem,MC920,allowed,2025-08-13 18:39:07
332054720155302,33205472,Sagem,MC920,allowed,2025-08-13 18:39:07
332054820276288,33205482,Sagem,MC920,allowed,2025-08-13 18:39:07
332054820054945,33205482,Sagem,MC920,blacklisted,2025-08-13 18:39:07
332054950023261,33205495,Sagem,MC920,blacklisted,2025-08-13 18:39:07
332054950189626,33205495,Sagem,MC920,allowed,2025-08-13 18:39:07
332055330152160,33205533,Wavecom,Fastrack,allowed,2025-08-13 18:39:08
332055330135082,33205533,Wavecom,Fastrack,blacklisted,2025-08-13 18:39:08
332056000128739,33205600,Sagem,DMC 830,allowed,2025-08-13 18:39:08
332056000259375,33205600,Sagem,DMC 830,blacklisted,2025-08-13 18:39:08
332056110321697,33205611,Sagem,MC 820,allowed,2025-08-13 18:39:08
332056110187663,33205611,Sagem,MC 820,allowed,2025-08-13 18:39:08
332056200101344,33205620,Sagem,MC 820,allowed,2025-08-13 18:39:08
332056200049438,33205620,Sagem,MC 820,allowed,2025-08-13 18:39:08
332056220096296,33205622,Sagem,MC 820,allowed,2025-08-13 18:39:08
332056220198275,33205622,Sagem,MC 820,allowed,2025-08-13 18:39:08
332056350083839,33205635,Sagem,MC 820,blacklisted,2025-08-13 18:39:08
332056350297038,33205635,Sagem,MC 820,allowed,2025-08-13 18:39:08
332056420084848,33205642,Sagem,MC 820,allowed,2025-08-13 18:39:08
332056420201310,33205642,Sagem,MC 820,allowed,2025-08-13 18:39:08
332056720041479,33205672,Sagem,MC 820,allowed,2025-08-13 18:39:08
332056720250910,33205672,Sagem,MC 820,allowed,2025-08-13 18:39:08
332056820123931,33205682,Sagem,MC 820,allowed,2025-08-13 18:39:08
332056820007807,33205682,Sagem,MC 820,allowed,2025-08-13 18:39:08
332056950169502,33205695,Sagem,MC 820,allowed,2025-08-13 18:39:08
332056950169904,33205695,Sagem,MC 820,allowed,2025-08-13 18:39:08
332057000100918,33205700,Sagem,M314,allowed,2025-08-13 18:39:08
332057000171379,33205700,Sagem,M314,allowed,2025-08-13 18:39:08
332057220282565,33205722,Sagem,M314,blacklisted,2025-08-13 18:39:08
332057220121365,33205722,Sagem,M314,allowed,2025-08-13 18:39:08
332057350234747,33205735,Sagem,M314,blacklisted,2025-08-13 18:39:08
332057350231385,33205735,Sagem,M314,blacklisted,2025-08-13 18:39:08
332057720280227,33205772,Sagem,M314,allowed,2025-08-13 18:39:08
332057720248852,33205772,Sagem,M314,allowed,2025-08-13 18:39:08
332057820005363,33205782,Sagem,M314,blacklisted,2025-08-13 18:39:08
332057820256350,33205782,Sagem,M314,blacklisted,2025-08-13 18:39:08
332058000257721,33205800,Sagem,MC 820,allowed,2025-08-13 18:39:08
332058000017955,33205800,Sagem,MC 820,allowed,2025-08-13 18:39:08
332058350076943,33205835,Sagem,MC 820,blacklisted,2025-08-13 18:39:08
332058350286761,33205835,Sagem,MC 820,allowed,2025-08-13 18:39:08
332059000159024,33205900,Sagem,MC 820,allowed,2025-08-13 18:39:08
332059000185905,33205900,Sagem,MC 820,allowed,2025-08-13 18:39:08
332059350231953,33205935,Sagem,MC 820,allowed,2025-08-13 18:39:08
332059350323426,33205935,Sagem,MC 820,allowed,2025-08-13 18:39:08
332059820195744,33205982,Sagem,MC 820,allowed,2025-08-13 18:39:08
332059820066704,33205982,Sagem,MC 820,allowed,2025-08-13 18:39:08
332059950130239,33205995,Sagem,MC 820,blacklisted,2025-08-13 18:39:08
332059950279748,33205995,Sagem,MC 820,allowed,2025-08-13 18:39:08
332060820287410,33206082,Sagem,M314,allowed,2025-08-13 18:39:08
332060820297007,33206082,Sagem,M314,allowed,2025-08-13 18:39:08
332062000200876,33206200,Mitsubishi,Trium Aria,allowed,2025-08-13 18:39:08
332062000090753,33206200,Mitsubishi,Trium Aria,allowed,2025-08-13 18:39:08
332062340181058,33206234,Mitsubishi,Trium Aria,allowed,2025-08-13 18:39:08
332062340062695,33206234,Mitsubishi,Trium Aria,allowed,2025-08-13 18:39:08
332062350135811,33206235,Mitsubishi,Trium Aria,allowed,2025-08-13 18:39:08
332062350145800,33206235,Mitsubishi,Trium Aria,allowed,2025-08-13 18:39:08
332063000221978,33206300,Alcatel,OT Easy db,allowed,2025-08-13 18:39:08
332063000214968,33206300,Alcatel,OT Easy db,allowed,2025-08-13 18:39:08
332063530310618,33206353,Alcatel,OT Easy db,allowed,2025-08-13 18:39:08
332063530037237,33206353,Alcatel,OT Easy db,allowed,2025-08-13 18:39:08
332063670100126,33206367,Alcatel,OT Easy db,blacklisted,2025-08-13 18:39:08
332063670113229,33206367,Alcatel,OT Easy db,blacklisted,2025-08-13 18:39:08
332063700038510,33206370,Alcatel,OT Easy db,allowed,2025-08-13 18:39:08
332063700052049,33206370,Alcatel,OT Easy db,allowed,2025-08-13 18:39:09
332063710084415,33206371,Alcatel,OT Easy db,allowed,2025-08-13 18:39:09
332063710189419,33206371,Alcatel,OT Easy db,allowed,2025-08-13 18:39:09
332064000148860,33206400,Alcatel,OT Easy db,allowed,2025-08-13 18:39:09
332064000101874,33206400,Alcatel,OT Easy db,allowed,2025-08-13 18:39:09
332064530175050,33206453,Alcatel,OT Easy db,allowed,2025-08-13 18:39:09
332064530037520,33206453,Alcatel,OT Easy db,blacklisted,2025-08-13 18:39:09
332064670063460,33206467,Alcatel,OT Easy db,allowed,2025-08-13 18:39:09
332064670096345,33206467,Alcatel,OT Easy db,allowed,2025-08-13 18:39:09
332064700181060,33206470,Alcatel,OT Easy db,allowed,2025-08-13 18:39:09
332064700306685,33206470,Alcatel,OT Easy db,allowed,2025-08-13 18:39:09
332064710116871,33206471,Alcatel,OT Easy db,allowed,2025-08-13 18:39:09
332064710238990,33206471,Alcatel,OT Easy db,allowed,2025-08-13 18:39:09
332065000175776,33206500,Sagem,MC 810,blacklisted,2025-08-13 18:39:09
332065000021601,33206500,Sagem,MC 810,allowed,2025-08-13 18:39:09
332065110179724,33206511,Sagem,MC 810,allowed,2025-08-13 18:39:09
332065110322169,33206511,Sagem,MC 810,allowed,2025-08-13 18:39:09
332065200325931,33206520,Sagem,MC 810,allowed,2025-08-13 18:39:09
332065200236939,33206520,Sagem,MC 810,allowed,2025-08-13 18:39:09
332065220009790,33206522,Sagem,MC 810,allowed,2025-08-13 18:39:09
332065220009889,33206522,Sagem,MC 810,blacklisted,2025-08-13 18:39:09
332065350195762,33206535,Sagem,MC 810,allowed,2025-08-13 18:39:09
332065350050597,33206535,Sagem,MC 810,allowed,2025-08-13 18:39:09
332065420263537,33206542,Sagem,MC 810,allowed,2025-08-13 18:39:09
332065420172635,33206542,Sagem,MC 810,allowed,2025-08-13 18:39:09
332065720087179,33206572,Sagem,MC 810,allowed,2025-08-13 18:39:09
332065720039971,33206572,Sagem,MC 810,allowed,2025-08-13 18:39:09
332065820139255,33206582,Sagem,MC 810,blacklisted,2025-08-13 18:39:09
332065820207760,33206582,Sagem,MC 810,allowed,2025-08-13 18:39:09
332065950004662,33206595,Sagem,MC 810,blacklisted,2025-08-13 18:39:09
332065950296650,33206595,Sagem,MC 810,blacklisted,2025-08-13 18:39:09
332067820042909,33206782,Sagem,MC 815,allowed,2025-08-13 18:39:09
332067820191392,33206782,Sagem,MC 815,allowed,2025-08-13 18:39:09
332068360152643,33206836,Sagem,MC 819,blacklisted,2025-08-13 18:39:09
332068360286483,33206836,Sagem,MC 819,blacklisted,2025-08-13 18:39:09
332069000053993,33206900,Sagem,MC 820,allowed,2025-08-13 18:39:09
332069000260536,33206900,Sagem,MC 820,allowed,2025-08-13 18:39:09
332069110084109,33206911,Sagem,MC 820,blacklisted,2025-08-13 18:39:09
332069110066094,33206911,Sagem,MC 820,allowed,2025-08-13 18:39:09
332069200239193,33206920,Sagem,MC 820,allowed,2025-08-13 18:39:09
332069200280137,33206920,Sagem,MC 820,allowed,2025-08-13 18:39:09
332069220110337,33206922,Sagem,MC 820,allowed,2025-08-13 18:39:09
332069220219453,33206922,Sagem,MC 820,allowed,2025-08-13 18:39:09
332069350281406,33206935,Sagem,MC 820,allowed,2025-08-13 18:39:09
332069350074470,33206935,Sagem,MC 820,allowed,2025-08-13 18:39:09
332069420226325,33206942,Sagem,MC 820,allowed,2025-08-13 18:39:09
332069420054983,33206942,Sagem,MC 820,allowed,2025-08-13 18:39:09
332069720245183,33206972,Sagem,MC 820,blacklisted,2025-08-13 18:39:09
332069720076445,33206972,Sagem,MC 820,allowed,2025-08-13 18:39:09
332069820232202,33206982,Sagem,MC 820,allowed,2025-08-13 18:39:09
332069820018202,33206982,Sagem,MC 820,allowed,2025-08-13 18:39:09
332069950293123,33206995,Sagem,MC 820,allowed,2025-08-13 18:39:09
332069950154586,33206995,Sagem,MC 820,allowed,2025-08-13 18:39:09
332071820243679,33207182,Sagem,MC 825,allowed,2025-08-13 18:39:09
332071820181290,33207182,Sagem,MC 825,allowed,2025-08-13 18:39:09
332079110210239,33207911,Sagem,MC 839,blacklisted,2025-08-13 18:39:09
332079110041467,33207911,Sagem,MC 839,blacklisted,2025-08-13 18:39:09
332079200178425,33207920,Sagem,MC 839,allowed,2025-08-13 18:39:09
332079200043320,33207920,Sagem,MC 839,allowed,2025-08-13 18:39:09
332079220299258,33207922,Sagem,MC 839,allowed,2025-08-13 18:39:09
332079220006010,33207922,Sagem,MC 839,allowed,2025-08-13 18:39:09
332079350260766,33207935,Sagem,MC 839,allowed,2025-08-13 18:39:09
332079350084485,33207935,Sagem,MC 839,allowed,2025-08-13 18:39:09
332079420162631,33207942,Sagem,MC 839,allowed,2025-08-13 18:39:09
332079420324253,33207942,Sagem,MC 839,allowed,2025-08-13 18:39:09
332079720210100,33207972,Sagem,MC 839,allowed,2025-08-13 18:39:10
332079720192442,33207972,Sagem,MC 839,allowed,2025-08-13 18:39:10
332079820122748,33207982,Sagem,MC 839,allowed,2025-08-13 18:39:10
332079820026264,33207982,Sagem,MC 839,allowed,2025-08-13 18:39:10
332079950127542,33207995,Sagem,MC 839,blacklisted,2025-08-13 18:39:10
332079950211870,33207995,Sagem,MC 839,allowed,2025-08-13 18:39:10
332083820200676,33208382,Sagem,MC 850,allowed,2025-08-13 18:39:10
332083820045096,33208382,Sagem,MC 850,allowed,2025-08-13 18:39:10
332086820045547,33208682,Sagem,MC 859,allowed,2025-08-13 18:39:10
332086820075381,33208682,Sagem,MC 859,allowed,2025-08-13 18:39:10
332088220117854,33208822,Sagem,DMC 830,allowed,2025-08-13 18:39:10
332088220107008,33208822,Sagem,DMC 830,allowed,2025-08-13 18:39:10
332091220232813,33209122,Sagem,DMC 839,allowed,2025-08-13 18:39:10
332091220272422,33209122,Sagem,DMC 839,allowed,2025-08-13 18:39:10
332092000083480,33209200,Mitsubishi,Trium Geo-@,allowed,2025-08-13 18:39:10
332092000216186,33209200,Mitsubishi,Trium Geo-@,allowed,2025-08-13 18:39:10
332092350020993,33209235,Mitsubishi,Trium Geo,allowed,2025-08-13 18:39:10
332092350173015,33209235,Mitsubishi,Trium Geo,allowed,2025-08-13 18:39:10
332093350269634,33209335,Mitsubishi,Trium Astral,allowed,2025-08-13 18:39:10
332093350104269,33209335,Mitsubishi,Trium Astral,allowed,2025-08-13 18:39:10
332094000248248,33209400,Mitsubishi,Trium Galaxy,allowed,2025-08-13 18:39:10
332094000220801,33209400,Mitsubishi,Trium Galaxy,blacklisted,2025-08-13 18:39:10
332094350302464,33209435,Mitsubishi,Trium Galaxy,allowed,2025-08-13 18:39:10
332094350159770,33209435,Mitsubishi,Trium Galaxy,allowed,2025-08-13 18:39:10
332096000247924,33209600,Sagem,MC 942,blacklisted,2025-08-13 18:39:10
332096000254899,33209600,Sagem,MC 942,allowed,2025-08-13 18:39:10
332096110101962,33209611,Sagem,MC 940,allowed,2025-08-13 18:39:10
332096110170218,33209611,Sagem,MC 940,allowed,2025-08-13 18:39:10
332096200045737,33209620,Sagem,MC 940,allowed,2025-08-13 18:39:10
332096200096263,33209620,Sagem,MC 940,allowed,2025-08-13 18:39:10
332096220153430,33209622,Sagem,MC 940,allowed,2025-08-13 18:39:10
332096220163330,33209622,Sagem,MC 940,allowed,2025-08-13 18:39:10
332096350103533,33209635,Sagem,MC 940,blacklisted,2025-08-13 18:39:10
332096350088471,33209635,Sagem,MC 940,allowed,2025-08-13 18:39:10
332096420252882,33209642,Sagem,MC 940,blacklisted,2025-08-13 18:39:10
332096420271282,33209642,Sagem,MC 940,blacklisted,2025-08-13 18:39:10
332096720118059,33209672,Sagem,MC 940,allowed,2025-08-13 18:39:10
332096720271677,33209672,Sagem,MC 940,allowed,2025-08-13 18:39:10
332096820128304,33209682,Sagem,MC 940,allowed,2025-08-13 18:39:10
332096820104605,33209682,Sagem,MC 940,allowed,2025-08-13 18:39:10
332096950219639,33209695,Sagem,MC 940,blacklisted,2025-08-13 18:39:10
332096950078265,33209695,Sagem,MC 940,allowed,2025-08-13 18:39:11
332097000014746,33209700,Alcatel,One Touch Club db,allowed,2025-08-13 18:39:11
332097000190298,33209700,Alcatel,One Touch Club db,allowed,2025-08-13 18:39:11
332097530184808,33209753,Alcatel,One Touch Club db,allowed,2025-08-13 18:39:11
332097530037166,33209753,Alcatel,One Touch Club db,blacklisted,2025-08-13 18:39:11
332097670202258,33209767,Alcatel,One Touch Club db,allowed,2025-08-13 18:39:11
332097670196915,33209767,Alcatel,One Touch Club db,blacklisted,2025-08-13 18:39:11
332097700004949,33209770,Alcatel,One Touch Club db,allowed,2025-08-13 18:39:11
332097700083934,33209770,Alcatel,One Touch Club db,allowed,2025-08-13 18:39:11
332097710160136,33209771,Alcatel,One Touch Club db,allowed,2025-08-13 18:39:11
332097710164935,33209771,Alcatel,One Touch Club db,allowed,2025-08-13 18:39:11
332098000258606,33209800,Alcatel,One Touch Club db,allowed,2025-08-13 18:39:11
332098000221049,33209800,Alcatel,One Touch Club db,allowed,2025-08-13 18:39:11
332098530157034,33209853,Alcatel,One Touch Club db,allowed,2025-08-13 18:39:11
332098530070074,33209853,Alcatel,One Touch Club db,blacklisted,2025-08-13 18:39:11
332098670007575,33209867,Alcatel,One Touch Club db,allowed,2025-08-13 18:39:11
332098670150507,33209867,Alcatel,One Touch Club db,allowed,2025-08-13 18:39:11
332098700238982,33209870,Alcatel,One Touch Club db,allowed,2025-08-13 18:39:11
332098700002138,33209870,Alcatel,One Touch Club db,allowed,2025-08-13 18:39:11
332098710324753,33209871,Alcatel,One Touch Club db,allowed,2025-08-13 18:39:11
332098710271033,33209871,Alcatel,One Touch Club db,allowed,2025-08-13 18:39:11
332102000071918,33210200,Sagem,MC 840,allowed,2025-08-13 18:39:11
332102000004643,33210200,Sagem,MC 840,allowed,2025-08-13 18:39:11
332102110194604,33210211,Sagem,MC 840,allowed,2025-08-13 18:39:11
332102110324625,33210211,Sagem,MC 840,allowed,2025-08-13 18:39:11
332102200082145,33210220,Sagem,MC 840,blacklisted,2025-08-13 18:39:11
332102200097488,33210220,Sagem,MC 840,allowed,2025-08-13 18:39:11
332102220216954,33210222,Sagem,MC 840,allowed,2025-08-13 18:39:11
332102220070575,33210222,Sagem,MC 840,allowed,2025-08-13 18:39:11
332102350049257,33210235,Sagem,MC 840,allowed,2025-08-13 18:39:11
332102350148907,33210235,Sagem,MC 840,allowed,2025-08-13 18:39:11
332102420256906,33210242,Sagem,MC 840,blacklisted,2025-08-13 18:39:11
332102420170044,33210242,Sagem,MC 840,allowed,2025-08-13 18:39:11
332102720092854,33210272,Sagem,MC 840,blacklisted,2025-08-13 18:39:11
332102720184915,33210272,Sagem,MC 840,allowed,2025-08-13 18:39:11
332102820226012,33210282,Sagem,MC 840,allowed,2025-08-13 18:39:11
332102820308503,33210282,Sagem,MC 840,allowed,2025-08-13 18:39:11
332102950030932,33210295,Sagem,MC 840,allowed,2025-08-13 18:39:11
332102950280029,33210295,Sagem,MC 840,allowed,2025-08-13 18:39:11
332103000115844,33210300,Sagem,MC 840,allowed,2025-08-13 18:39:11
332103000263014,33210300,Sagem,MC 840,allowed,2025-08-13 18:39:11
332103110171094,33210311,Sagem,MC 840,allowed,2025-08-13 18:39:12
332103110214100,33210311,Sagem,MC 840,allowed,2025-08-13 18:39:12
332103200301167,33210320,Sagem,MC 840,allowed,2025-08-13 18:39:12
332103200175892,33210320,Sagem,MC 840,allowed,2025-08-13 18:39:12
332103220086638,33210322,Sagem,MC 840,allowed,2025-08-13 18:39:12
332103220002345,33210322,Sagem,MC 840,allowed,2025-08-13 18:39:12
332103350319160,33210335,Sagem,MC 840,allowed,2025-08-13 18:39:12
332103350155309,33210335,Sagem,MC 840,allowed,2025-08-13 18:39:12
332103420164791,33210342,Sagem,MC 840,allowed,2025-08-13 18:39:12
332103420262088,33210342,Sagem,MC 840,allowed,2025-08-13 18:39:12
332103720287206,33210372,Sagem,MC 840,allowed,2025-08-13 18:39:12
332103720048581,33210372,Sagem,MC 840,allowed,2025-08-13 18:39:12
332103820108354,33210382,Sagem,MC 840,allowed,2025-08-13 18:39:12
332103820246151,33210382,Sagem,MC 840,blacklisted,2025-08-13 18:39:12
332103950173091,33210395,Sagem,MC 840,allowed,2025-08-13 18:39:12
332103950148324,33210395,Sagem,MC 840,allowed,2025-08-13 18:39:12
332108000197591,33210800,Mitsubishi,Trium Laser,allowed,2025-08-13 18:39:12
332108000221859,33210800,Mitsubishi,Trium Laser,allowed,2025-08-13 18:39:12
332108340231009,33210834,Mitsubishi,Luna,blacklisted,2025-08-13 18:39:12
332108340008796,33210834,Mitsubishi,Luna,allowed,2025-08-13 18:39:12
332108350034490,33210835,Mitsubishi,Luna,blacklisted,2025-08-13 18:39:12
332108350139733,33210835,Mitsubishi,Luna,allowed,2025-08-13 18:39:12
332109000253902,33210900,Mitsubishi,Trium Laser,blacklisted,2025-08-13 18:39:12
332109000128914,33210900,Mitsubishi,Trium Laser,blacklisted,2025-08-13 18:39:12
332109340191480,33210934,Mitsubishi,Laser,allowed,2025-08-13 18:39:12
332109340093773,33210934,Mitsubishi,Laser,allowed,2025-08-13 18:39:12
332109350276003,33210935,Mitsubishi,Laser,allowed,2025-08-13 18:39:12
332109350216863,33210935,Mitsubishi,Laser,blacklisted,2025-08-13 18:39:12
332112000157959,33211200,Alcatel,OT View db,allowed,2025-08-13 18:39:12
332112000185562,33211200,Alcatel,OT View db,allowed,2025-08-13 18:39:12
332112530226113,33211253,Alcatel,OT View db,allowed,2025-08-13 18:39:13
332112530201274,33211253,Alcatel,OT View db,allowed,2025-08-13 18:39:13
332112670124888,33211267,Alcatel,OT View db,allowed,2025-08-13 18:39:13
332112670302267,33211267,Alcatel,OT View db,allowed,2025-08-13 18:39:13
332112700180740,33211270,Alcatel,OT View db,allowed,2025-08-13 18:39:13
332112700220957,33211270,Alcatel,OT View db,allowed,2025-08-13 18:39:13
332112710250799,33211271,Alcatel,OT View db,allowed,2025-08-13 18:39:13
332112710033711,33211271,Alcatel,OT View db,allowed,2025-08-13 18:39:13
332114420036393,33211442,Alcatel,OT Max db,allowed,2025-08-13 18:39:13
332114420164119,33211442,Alcatel,OT Max db,allowed,2025-08-13 18:39:13
332114530089812,33211453,Alcatel,OT Max db,allowed,2025-08-13 18:39:13
332114530155358,33211453,Alcatel,OT Max db,allowed,2025-08-13 18:39:13
332114670234295,33211467,Alcatel,OT Max db,allowed,2025-08-13 18:39:13
332114670109000,33211467,Alcatel,OT Max db,allowed,2025-08-13 18:39:13
332114700048063,33211470,Alcatel,OT Max db,allowed,2025-08-13 18:39:13
332114700247142,33211470,Alcatel,OT Max db,allowed,2025-08-13 18:39:13
332114710245410,33211471,Alcatel,OT Max db,allowed,2025-08-13 18:39:13
332114710181639,33211471,Alcatel,OT Max db,allowed,2025-08-13 18:39:13
332115530318048,33211553,Alcatel,OT Max db,allowed,2025-08-13 18:39:13
332115530000461,33211553,Alcatel,OT Max db,allowed,2025-08-13 18:39:13
332115670246423,33211567,Alcatel,OT Max db,allowed,2025-08-13 18:39:13
332115670126730,33211567,Alcatel,OT Max db,blacklisted,2025-08-13 18:39:13
332115700182068,33211570,Alcatel,OT Max db,allowed,2025-08-13 18:39:13
332115700172970,33211570,Alcatel,OT Max db,allowed,2025-08-13 18:39:13
332115710244009,33211571,Alcatel,OT Max db,allowed,2025-08-13 18:39:13
332115710271256,33211571,Alcatel,OT Max db,allowed,2025-08-13 18:39:13
332118000177227,33211800,Sagem,M412-S-P,allowed,2025-08-13 18:39:13
332118000069987,33211800,Sagem,M412-S-P,allowed,2025-08-13 18:39:13
332118110170579,33211811,Sagem,MC920,allowed,2025-08-13 18:39:13
332118110055935,33211811,Sagem,MC920,allowed,2025-08-13 18:39:13
332118200035573,33211820,Sagem,MC920,allowed,2025-08-13 18:39:13
332118200259064,33211820,Sagem,MC920,allowed,2025-08-13 18:39:13
332118220108243,33211822,Sagem,MC920,allowed,2025-08-13 18:39:13
332118220274401,33211822,Sagem,MC920,allowed,2025-08-13 18:39:13
332118350218076,33211835,Sagem,MC920,blacklisted,2025-08-13 18:39:13
332118350205552,33211835,Sagem,MC920,allowed,2025-08-13 18:39:13
332118420142746,33211842,Sagem,MC920,allowed,2025-08-13 18:39:13
